标题,链接,服务,dsr,店铺名,价格,付款人数,发货地,好评率,动态评分,店铺类型,店铺等级
被子冬被学生宿舍单人6斤羊绒被羊羔绒全棉被芯加厚保暖双人8斤10,https://item.taobao.com/item.htm?id=577333949031&ns=1&abbucket=10#detail,"公益宝贝,",红红红,65631战神,49.00,5人收货,上海,好评率：99.62%,"57.26%,57.16%,54.98%,",淘宝c店,2钻
Sunflower/圣之花羊毛被加厚保暖双人春秋被加大1.8m床混合芯,https://detail.tmall.com/item.htm?id=562056641640&ns=1&abbucket=10,"天猫,",红红红,圣之花家居旗舰店,219.00,5人收货,,,"11.20%,17.36%,25.75%,",天猫店,
远梦澳洲羊羔毛双绒被羊毛被杜邦生物绒冬季保暖冬双人子芯,https://item.taobao.com/item.htm?id=576834491648&ns=1&abbucket=10#detail,"icon-service-jiyoujia,金牌卖家,15天退换,",蓝黄黄,远梦家居直营店,469.00,5人收货,广东 东莞,好评率：98.87%,"0.54%,0.00%,0.00%,",淘宝c店,2冠
老羊头100%纯羊绒被子加厚保暖冬被被芯单人双人羊毛春秋学生,https://item.taobao.com/item.htm?id=555846049672&ns=1&abbucket=10#detail,"金牌卖家,15天退换,",红红红,万乐维特,198.00,5人收货,河北 邢台,好评率：99.94%,"71.05%,65.18%,50.10%,",企业店铺,4钻
恒源祥家纺新西兰羊毛被子秋冬季单人双人保暖加厚芯绣边,https://detail.tmall.com/item.htm?id=40742422523&ns=1&abbucket=10,"天猫,",黄红红,恒源祥家纺官方旗舰店,498.00,5人收货,上海,,"0.00%,12.49%,13.70%,",天猫店,
冬季保暖加厚羊毛被100%纯羊毛被子春秋被双人冬芯6 8 10斤,https://item.taobao.com/item.htm?id=577497230054&ns=1&abbucket=10#detail,,红红红,luyanjun0426,168.00,5人收货,江苏 无锡,好评率：97.09%,"84.61%,62.99%,57.45%,",淘宝c店,1冠
杰元家纺暖芯羊毛羽丝绒冬被床上用品双人被芯羽丝绒加厚保暖子,https://detail.tmall.com/item.htm?id=537866657082&ns=1&abbucket=10,"天猫,",蓝黄红,杰元家纺旗舰店,230.00,5人收货,江苏 南通,,"1.01%,0.00%,13.47%,",天猫店,
红瑞简约加厚磨毛植物羊绒冬被子双人被芯保暖被褥宿舍单人学生,https://detail.tmall.com/item.htm?id=559308328903&ns=1&abbucket=10,"天猫,",黄黄黄,红瑞纺织旗舰店,139.00,5人收货,江苏 南通,,"0.00%,0.00%,0.00%,",天猫店,
小绵羊被子豪华澳洲100%纯羊毛冬被单人学生双人加厚保暖提花芯,https://item.taobao.com/item.htm?id=573981305566&ns=1&abbucket=10#detail,"公益宝贝,",红红红,懒贵族品牌店,659.00,5人收货,上海,好评率：100.00%,"100.00%,97.42%,100.00%,",淘宝c店,1钻
正品100%绵羊绒被子冬被加厚保暖羊毛被芯全棉贡缎单双人学生褥,https://item.taobao.com/item.htm?id=559129874044&ns=1&abbucket=10#detail,"15天退换,公益宝贝,",黄蓝蓝,董氏羊绒,490.00,5人收货,河北 邢台,好评率：99.35%,"2.90%,0.56%,0.51%,",淘宝c店,2钻
羊毛被加厚保暖澳洲100%双人全棉春秋被子冬被芯学生宿舍冬季褥,https://item.taobao.com/item.htm?id=577798228274&ns=1&abbucket=10#detail,,红红红,nuoweiya668,88.00,5人收货,江苏 南通,好评率：97.81%,"19.02%,2.60%,36.02%,",淘宝c店,1冠
恒源祥全棉羊毛被子 100%纯羊毛被芯 澳毛冬被子双人加厚保暖清仓,https://detail.tmall.com/item.htm?id=16360784209&ns=1&abbucket=10,"天猫,公益宝贝,",黄红红,合肥梦之家家居专营店,399.00,5人收货,,,"0.00%,17.34%,11.28%,",天猫店,
多喜爱新品羊毛冬被磨毛被芯1.2m1.5m1.8m暖阳阳澳洲【J】,https://detail.tmall.com/item.htm?id=575839789637&ns=1&abbucket=10,"天猫,",黄红红,多喜爱旗舰店,598.00,5人收货,上海,,"0.00%,2.79%,17.10%,",天猫店,
水星家纺羊毛被芯春秋被保暖被子单双人床学生宿舍空调被正品,https://detail.tmall.com/item.htm?id=538746243589&ns=1&abbucket=10,"天猫,",黄黄红,水星家纺品牌专卖店,379.00,5人收货,上海,,"0.00%,0.00%,8.03%,",天猫店,
水星家纺羊毛被冬被加厚保暖双人羊毛被芯被子1.8米床暖韵,https://detail.tmall.com/item.htm?id=538956789679&ns=1&abbucket=10,"天猫,",黄黄红,水星旗舰店,299.00,5人收货,上海,,"0.00%,0.00%,8.26%,",天猫店,
恒源祥羊毛被春秋被被芯单双人学生儿童棉被加厚保暖冬季子,https://detail.tmall.com/item.htm?id=566677079049&ns=1&abbucket=10,"天猫,",红红红,恒源祥爱诺专卖店,219.00,5人收货,,,"5.24%,20.23%,27.31%,",天猫店,
【天天特价】4斤6斤8斤正品纯羊毛被保暖春秋被冬加厚夏子,https://item.taobao.com/item.htm?id=540115026476&ns=1&abbucket=10#detail,"15天退换,",蓝黄黄,国际名牌家纺688,88.00,5人收货,江苏 南通,好评率：98.81%,"1.14%,0.00%,0.00%,",淘宝c店,1冠
小绵羊 纯澳毛冬被子澳洲进口羊毛纯棉加厚秋冬被芯 正品包邮,https://item.taobao.com/item.htm?id=522169308740&ns=1&abbucket=10#detail,"15天退换,公益宝贝,",红红红,a7221361,374.00,5人收货,上海,好评率：99.33%,"4.69%,6.08%,5.32%,",淘宝c店,3冠
小绵羊100%羊毛暖肤冬被纯羊毛全棉冬季被子双人加厚保暖子芯,https://detail.tmall.com/item.htm?id=576003331627&ns=1&abbucket=10,"天猫,",黄红红,小绵羊床品旗舰店,499.00,5人收货,上海,,"0.00%,14.49%,15.49%,",天猫店,
月诺全棉面料羊毛被芯保暖加厚被子棉被单人双人被芯冬包邮,https://detail.tmall.com/item.htm?id=525595261377&ns=1&abbucket=10,"天猫,",红红红,月诺家居旗舰店,178.00,5人收货,江苏 南通,,"27.31%,14.05%,10.27%,",天猫店,
富安娜家纺澳洲羊毛被 单双人加厚保暖羊绒被冬季保暖芯6斤7斤,https://item.taobao.com/item.htm?id=549163188089&ns=1&abbucket=10#detail,"icon-service-jiyoujia,金牌卖家,15天退换,",红红红,ailin11,598.00,5人收货,广东 深圳,好评率：98.83%,"44.91%,47.23%,41.64%,",淘宝c店,2冠
冬季澳洲羊毛被子被芯春秋单双人棉被全棉纯棉加厚保暖8斤冬褥,https://detail.tmall.com/item.htm?id=575629667670&ns=1&abbucket=10,"天猫,",蓝红红,伊沁家纺旗舰店,312.00,5人收货,江苏 南通,,"0.71%,1.16%,6.23%,",天猫店,
恒源祥冬季羊毛被澳毛被芯单人春秋被芯双人被保暖加厚冬空调,https://detail.tmall.com/item.htm?id=575418013620&ns=1&abbucket=10,"天猫,",红红红,恒源祥恒瑞祥泰专卖店,269.00,5人收货,,,"0.00%,14.54%,23.94%,",天猫店,
加厚保暖羊毛被100%纯羊毛8斤被子被褥单人被芯棉双人冬,https://detail.tmall.com/item.htm?id=561541779180&ns=1&abbucket=10,"天猫,",蓝蓝蓝,竹丝湾旗舰店,118.80,5人收货,江苏 南通,,"1.63%,1.21%,0.70%,",天猫店,
冬季新品羊毛被双人冬季加厚保暖被子单人印花春秋芯学生宿舍,https://item.taobao.com/item.htm?id=568947680819&ns=1&abbucket=10#detail,"15天退换,",蓝蓝黄,张志新2012,148.00,5人收货,江苏 南通,好评率：99.37%,"1.08%,0.92%,0.00%,",企业店铺,1冠
水星家纺 100%羊毛春秋被 加厚纯羊毛被子保暖被芯 珍藏欧洲,https://detail.tmall.com/item.htm?id=576081498275&ns=1&abbucket=10,"天猫,",黄黄红,水星旗舰店,269.00,5人收货,上海,,"0.00%,0.00%,8.26%,",天猫店,
恒源祥彩羊澳毛被芯澳洲100%羊毛被子加厚保暖秋冬可水洗可机洗,https://detail.tmall.com/item.htm?id=45018189267&ns=1&abbucket=10,"天猫,",红红红,fazeya彩羊梦沁园专卖店,522.00,4人收货,,,"19.61%,20.25%,15.27%,",天猫店,
佳丽斯羊毛被冬被单双人秋冬季1.8米澳毛6斤8斤被子芯加厚保暖,https://detail.tmall.com/item.htm?id=537520911176&ns=1&abbucket=10,"天猫,",红红红,佳丽斯旗舰店,698.00,4人收货,福建 龙岩,,"25.80%,30.01%,28.27%,",天猫店,
曼蕊羊毛被子冬被加厚保暖被芯双人10斤羊绒被单人宿舍子春秋,https://item.taobao.com/item.htm?id=577684565376&ns=1&abbucket=10#detail,,蓝蓝蓝,卡步家纺工厂,65.52,4人收货,江苏 南通,好评率：99.75%,"9.82%,10.43%,10.39%,",企业店铺,1钻
星晨家纺 澳洲羊毛被加厚冬被 单双人被芯被子 纯棉子 正品,https://detail.tmall.com/item.htm?id=39332265680&ns=1&abbucket=10,"天猫,公益宝贝,",红红红,星晨梦兰专卖店,280.00,4人收货,浙江 嘉兴,,"15.09%,1.86%,7.24%,",天猫店,
正品羊毛被胎 羊毛冬被芯单双人学生宿舍春秋被子羊毛,https://item.taobao.com/item.htm?id=557470004886&ns=1&abbucket=10#detail,"15天退换,",红红红,ziranmeiyanjing,66.00,4人收货,上海,好评率：99.65%,"23.32%,33.19%,38.20%,",企业店铺,3冠
小绵羊豪华澳洲羊毛冬被纯羊毛被子被芯单人学生宿舍双人加厚保暖,https://item.taobao.com/item.htm?id=554448165112&ns=1&abbucket=10#detail,"15天退换,",红红红,a7221361,499.00,4人收货,上海,好评率：99.33%,"4.69%,6.08%,5.32%,",淘宝c店,3冠
新西兰moemoe羊绒被子100%纯羊毛绒冬被双人冬季加厚保暖羊绒芯,https://item.taobao.com/item.htm?id=577519995448&ns=1&abbucket=10#detail,"15天退换,公益宝贝,",红红红,sywwgg,1599.00,4人收货,江苏 无锡,好评率：99.69%,"100.00%,100.00%,100.00%,",淘宝c店,4钻
羊毛被100%纯羊毛驼毛被加厚保暖冬被8斤10斤春秋羊绒子母,https://item.taobao.com/item.htm?id=576649208680&ns=1&abbucket=10#detail,,红红红,张小杰哦,49.00,4人收货,江苏 南通,好评率：99.27%,"17.15%,28.83%,43.89%,",淘宝c店,2钻
富安娜家纺羊毛被澳洲羊毛春秋被保暖加厚冬被芯二合一四季子,https://detail.tmall.com/item.htm?id=556360724858&ns=1&abbucket=10,"天猫,",红黄黄,富安娜上海专卖店,399.00,4人收货,,,"15.07%,0.00%,0.00%,",天猫店,
水星家纺羊毛被新二合一羊毛冬厚被保暖双人被芯1.8米床子,https://detail.tmall.com/item.htm?id=538651755045&ns=1&abbucket=10,"天猫,",黄黄红,水星旗舰店,439.00,4人收货,上海,,"0.00%,0.00%,8.26%,",天猫店,
全澳毛被羊绒被子 加厚保暖全羊毛被 冬被被芯 双人纯,https://item.taobao.com/item.htm?id=560934315633&ns=1&abbucket=10#detail,,红红红,锦佩家纺企业店,109.00,4人收货,上海,好评率：98.18%,"17.15%,28.04%,34.55%,",企业店铺,4钻
博洋家纺床上用品被子羊毛被保暖加厚棉被芯学生宿舍冬季冬,https://detail.tmall.com/item.htm?id=554889450859&ns=1&abbucket=10,"天猫,",黄红红,博洋家纺旗舰店,279.00,4人收货,浙江 宁波,,"0.00%,18.25%,25.06%,",天猫店,
贵族托玛琳驼绒被驼毛磁疗纳米能量被羊毛加厚冬被子会销礼品批發,https://item.taobao.com/item.htm?id=557955286188&ns=1&abbucket=10#detail,,蓝蓝蓝,南通精玫雅家纺,35.00,4人收货,江苏 南通,好评率：94.63%,"2.59%,2.30%,0.54%,",企业店铺,2钻
羊毛被100%澳洲纯羊毛被子单双人全棉超柔羊绒被春秋加厚冬芯,https://item.taobao.com/item.htm?id=578003206666&ns=1&abbucket=10#detail,,红红红,柯尊纺织品有限公司,98.00,4人收货,,好评率：100.00%,"100.00%,100.00%,100.00%,",企业店铺,2心
富安娜家纺 馨而乐保暖被子学生宿舍春秋被芯双人澳洲清仓,https://detail.tmall.com/item.htm?id=540622917468&ns=1&abbucket=10,"天猫,",红红红,馨而乐家纺官方旗舰店,299.00,4人收货,,,"24.63%,30.33%,32.71%,",天猫店,
远梦家纺 澳洲羊羔毛生物双绒被加厚保暖冬季被芯进口2米床,https://item.taobao.com/item.htm?id=559924415478&ns=1&abbucket=10#detail,"金牌卖家,公益宝贝,",红红红,91木子林夕,499.00,4人收货,广东 东莞,好评率：99.84%,"44.21%,48.66%,39.78%,",淘宝c店,4钻
远梦澳洲羊毛被双层锁温被冬被加厚保暖被子冬天被芯单人双人棉,https://item.taobao.com/item.htm?id=557971301878&ns=1&abbucket=10#detail,"icon-service-jiyoujia,金牌卖家,15天退换,",蓝黄黄,远梦家居直营店,239.00,4人收货,广东 东莞,好评率：98.87%,"0.54%,0.00%,0.00%,",淘宝c店,2冠
恒源祥冬季澳洲羊毛被被子冬被加厚保暖双人春秋被芯棉单人,https://detail.tmall.com/item.htm?id=537085556371&ns=1&abbucket=10,"天猫,",黄红红,恒源祥凡士专卖店,199.00,4人收货,,,"0.00%,4.46%,8.54%,",天猫店,
正品环宇鑫纯绵羊绒被子加厚冬被保暖羊毛被胎单双人学生可定做,https://item.taobao.com/item.htm?id=19645749463&ns=1&abbucket=10#detail,"15天退换,",红红红,txx0316,299.00,4人收货,河北 邢台,好评率：99.22%,"100.00%,100.00%,100.00%,",淘宝c店,3钻
羊毛被冬被加厚羊绒被单人双人被芯春秋被保暖被子1.5米1.8/2.0m,https://item.taobao.com/item.htm?id=572581744478&ns=1&abbucket=10#detail,,红红红,孔西亚44,39.90,4人收货,江苏 南通,好评率：100.00%,"100.00%,100.00%,100.00%,",淘宝c店,2心
外贸出口日本原单 双面超软羚羊绒 绗缝空调被 春秋被150*200厘米,https://item.taobao.com/item.htm?id=39241336726&ns=1&abbucket=10#detail,"金牌卖家,15天退换,公益宝贝,",红红红,叶上芭蕾,99.00,4人收货,山东 潍坊,好评率：99.80%,"40.20%,54.66%,57.49%,",淘宝c店,5冠
ESH 澳洲原装进口Tontine羊毛被被芯纯羊绒被子200X230cm 包邮,https://item.taobao.com/item.htm?id=560363619861&ns=1&abbucket=10#detail,,红红红,enjoyseason_ll,1280.00,4人收货,广东 佛山,好评率：100.00%,"93.07%,100.00%,100.00%,",企业店铺,4心
富安娜正品羊毛被100%澳洲纯羊毛冬被双人全棉被芯7斤8斤子加厚,https://item.taobao.com/item.htm?id=549210094336&ns=1&abbucket=10#detail,"icon-service-jiyoujia,金牌卖家,15天退换,公益宝贝,",红红红,砂里淘金789,698.00,4人收货,广东 惠州,好评率：99.87%,"40.23%,56.21%,55.22%,",淘宝c店,2冠
正品100%纯羊毛被春秋冬被芯加厚保暖羊毛被子单人双人子母,https://item.taobao.com/item.htm?id=557158730059&ns=1&abbucket=10#detail,"金牌卖家,15天退换,",红红黄,诗曼家纺专柜,68.00,4人收货,上海,好评率：98.50%,"1.80%,24.13%,0.00%,",淘宝c店,5钻
恒源祥家纺 羊毛柔丝子母被春秋被二合一被子冬季被芯床上用品,https://detail.tmall.com/item.htm?id=40405706187&ns=1&abbucket=10,"天猫,",黄红红,恒源祥家纺官方旗舰店,499.00,4人收货,上海,,"0.00%,12.49%,13.70%,",天猫店,
雅路羊毛被被子加厚保暖冬被被芯秋冬季单人双人空调 超市同款,https://detail.tmall.com/item.htm?id=525484855738&ns=1&abbucket=10,"天猫,公益宝贝,",黄红红,雅路旗舰店,179.00,4人收货,广东 东莞,,"0.00%,10.66%,32.67%,",天猫店,
水星家纺婚庆馆加厚保暖被芯冬被子新二合一羊毛冬厚被子春秋,https://detail.tmall.com/item.htm?id=539702949611&ns=1&abbucket=10,"天猫,",蓝蓝红,水星家纺婚庆馆旗舰店,399.00,4人收货,上海,,"0.73%,0.66%,6.95%,",天猫店,
博洋家纺 床上用品被子春秋被保暖加厚棉被芯 学生宿舍冬,https://detail.tmall.com/item.htm?id=563048290594&ns=1&abbucket=10,"天猫,",黄红红,博洋家纺旗舰店,229.00,4人收货,浙江 宁波,,"0.00%,18.25%,25.06%,",天猫店,
恒源祥羊毛被澳毛被春秋被加厚保暖单双人冬天被子芯棉冬,https://detail.tmall.com/item.htm?id=533220954129&ns=1&abbucket=10,"天猫,",红红红,恒源祥金富丽专卖店,359.00,4人收货,,,"40.25%,51.60%,42.92%,",天猫店,
正品绵羊绒被子冬被加厚保暖定制100%纯羊毛被芯单双人全棉清仓,https://item.taobao.com/item.htm?id=577377607981&ns=1&abbucket=10#detail,"15天退换,公益宝贝,",红红红,忆方羊绒,390.00,4人收货,河北 邢台,好评率：100.00%,"100.00%,100.00%,100.00%,",淘宝c店,4心
植物羊绒冬被亲肤保暖羽丝绒冬被被子被芯,https://item.taobao.com/item.htm?id=576725061516&ns=1&abbucket=10#detail,,蓝红红,李芳芳45,78.00,4人收货,江苏 南通,好评率：100.00%,"0.91%,73.17%,72.16%,",淘宝c店,1钻
锦佩纯澳毛被加厚保暖被芯羊毛被子冬被200x230双人棉2米x2.3米,https://item.taobao.com/item.htm?id=563591138869&ns=1&abbucket=10#detail,"金牌卖家,",黄红黄,小伙计阿文,218.00,3人收货,上海,好评率：98.83%,"0.00%,9.37%,0.00%,",淘宝c店,1冠
低价清仓包邮羊绒被出口澳洲羊毛被保暖被芯单人双人羊绒春秋,https://item.taobao.com/item.htm?id=576948591111&ns=1&abbucket=10#detail,"金牌卖家,",红红红,sdtxwgl,299.00,3人收货,山东 潍坊,好评率：99.61%,"32.67%,44.81%,42.02%,",企业店铺,1冠
